"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000673","서울동천학교","05","사립","","N","단설","주간","19800521","19791212","1135010400","서울특별시 노원구 하계동","288-1번지.","139231","01747","서울특별시 노원구 노원로18길 41",", 서울동천학교 (하계동)","37.6445139778851","127.072925250226","02-974-9576","02-978-4287","http://dongchun.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000676","서울삼성학교","05","사립","","N","단설","주간","19830418","19830303","1159010200","서울특별시 동작구 상도동","212-128번지.","156841","07035","서울특별시 동작구 양녕로30길 19-4","(상도동, 서울삼성학교)","37.4991975693025","126.946672030808","02-823-7430","02-823-3815","http://samsung.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000677","서울애화학교","05","사립","","N","단설","주간","19760526","19751201","1130510100","서울특별시 강북구 미아3동","124-2번지.","142807","01157","서울특별시 강북구 솔매로52길 31",", 서울애화학교 (미아동)","37.6251942316609","127.02887255616","02-987-5161","02-985-5579","http://aewha.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000678","서울인강학교","05","사립","","N","단설","주간","19710309","19710302","1132010800","서울특별시 도봉구 도봉동","381-1번지.","01301","01301","서울특별시 도봉구 평화로15번길 9-25","(도봉동,사회복지법인 인강원)","37.69","127.04","02-955-0523","02-955-0525","http://dosol.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000679","서울정문학교","05","공립","","N","단설","주간","19970301","19960115","1162010200","서울특별시 관악구 신림동","673-82번지(난향2길 19).","151885","08859","서울특별시 관악구 난향3길 31","(신림동)","37.4","126.9","02-869-7188","02-851-0030","http://jeongmun.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000680","서울정민학교","05","공립","","N","단설","주간","20010928","20001125","1135010400","서울특별시 노원구 하계동","153-1번지.","","01810","서울특별시 노원구 공릉로58길 24","(하계동, 서울정민학교)","37.6338966242083","127.07316864773","02-978-8406","02-978-8408","http://jeongmin.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000681","서울정인학교","05","공립","","N","단설","주간","20000503","20000115","1130510300","서울특별시 강북구 수유동","468-305번지.","142886","01095","서울특별시 강북구 인수봉로 119-20","(수유동, 정인학교)","37.630956267598","127.011922404343","02-983-4321","02-983-4006","http://jeongin.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000682","서울정진학교","05","공립","","N","단설","주간","19871125","19870709","1153010900","서울특별시 구로구 궁동","242번지.","152884","08259","서울특별시 구로구 부일로9길 158","(궁동, 서울정진학교)","37.498410","126.822279","02-2688-1303","02-2686-9035","http://jungjin.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000683","성베드로학교","05","사립","","N","단설","주간","19740523","19740523","1153011200","서울특별시 구로구 항동","1-1(항동길 7번지).","152140","08359","서울특별시 구로구 연동로 320",", 성베드로학교 (항동)","37.486634","126.825681","02-2612-6413","02-2683-3092","http://www.stpeters.sc.kr/","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000684","수도사랑의학교","05","사립","","N","단설","주간","19981017","19980126","1111011500","서울특별시 종로구 사직동","262-57번지.","110054","03028","서울특별시 종로구 사직로7길 17",", 수도사랑의학교 (사직동)","37.5747840096571","126.965233213218","02-739-9868","02-737-1217","http://sudolove.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000686","연세대학교재활학교","05","사립","","N","단설","주간","19640228","19640228","1141011400","서울특별시 서대문구 신촌동","재활학교.","120749","03722","서울특별시 서대문구 연세로 50",", 연세대학교재활학교 (신촌동)","37.5638048150545","126.942931620986","02-2123-8141","02-2123-8144","http://yonsei.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000688","서울정애학교","05","공립","","N","단설","주간","20000506","20000301","1168010500","서울특별시 강남구 삼성동","74-13.","135870","06086","서울특별시 강남구 봉은사로81길 16",", 서울정애학교 (삼성동)","37.5143267553112","127.054401977863","02-540-7826","02-542-0334","http://jungae.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000691","주몽학교","05","사립","","N","단설","주간","19850320","19850320","1174010300","서울특별시 강동구 상일동","179.","134837","05280","서울특별시 강동구 상암로 369",", 주몽학교 (상일동)","37.5461974001074","127.163374919546","070-8255-0505","02-3427-3726","http://jumong.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000694","한국구화학교","05","사립","","N","단설","주간","19620720","19620720","1174010200","서울특별시 강동구 고덕동","297번지.","134080","05225","서울특별시 강동구 고덕로 295-59",", 한국구화학교 (고덕동)","37.558261","127.15900799999997","02-428-0873","02-428-0872","http://kuhwa.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000696","한국육영학교","05","사립","","N","단설","주간","19930521","19920923","1171010900","서울특별시 송파구 장지동","848-1번지 한국육영학교.","138924","05792","서울특별시 송파구 충민로6길 15","(장지동,한국육영학교)","37.4820846386401","127.132504830713","02-431-6878","02-443-9784","http://yukyoung.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000697","한빛맹학교","05","사립","","N","단설","주간","19710306","19701205","1130510300","서울특별시 강북구 수유동","484-21번지.","142713","01103","서울특별시 강북구 삼양로73가길 47",", 한빛맹학교 (수유동)","37.6278924699998","127.015714633576","02-987-2023","02-987-8351","http://www.hanbit.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010002477","은평대영학교","05","사립","","N","단설","주간","19810312","19810312","1138010500","서울특별시 은평구 구산동","191-1.","122716","03428","서울 은평구 갈현로11길 30","(구산동,은평천사원)","37.606119","126.906109","02-357-1702","02-389-0623","http://sep.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010002520","서울경운학교","05","공립","","N","단설","주간","20020322","20020301","1111013400","서울특별시 종로구 경운동","2.","110310","03132","서울특별시 종로구 삼일대로 454","(경운동)","37.5750623613379","126.987420878548","02-3668-5100","02-3668-5109","http://gyeongun.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010006331","서울다원학교","05","공립","","N","단설","주간","20150901","20150901","1129010100","서울특별시 성북구 성북동",".","","02879","서울특별시 성북구 성북로31길 5-15",", 서울다원학교 (성북동)","37.594014","126.990951","070-8655-8146","02-742-6279","http://dawon.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010006400","서울효정학교","05","사립","","N","단설","주간","20170901","20170901","1130510300","서울특별시 강북구 수유동",".","","01109","서울특별시 강북구 삼양로63길 33","(미아동)","37.627189","127.016146","02-981-2022","02-981-2029","http://hyojeong.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010006411","서울나래학교","05","공립","","N","단설","주간","20190901","20190901","1165011000","서울특별시 서초구 염곡동",".","","06793","서울특별시 서초구 염곡안1길 25",", 서울나래학교 (염곡동, 언남초등학교)","37.4638","127.0516","02-2058-0190","02-2058-0192","http://snarae.sen.sc.kr","남녀공학"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010006471","서울도솔학교","05","공립","","N","단설","주간","20190901","20190626","1132010800","서울특별시 도봉구 도봉동",".","","01301","서울특별시 도봉구 평화로15번길 9-25",", 서울도솔학교","37.694806","127.042454","02-955-0523","02-955-0525","http://dosol.sen.sc.kr","남녀공학"
"부산광역시교육청","부산광역시교육청","부산광역시 연제구","S020000563","부산동암학교","05","사립","","N","단설","주간","19800514","19800514","2647010200","부산광역시 연제구 연산동","부산동암학교.","611810","47584","부산광역시 연제구 톳고개로 50",", 부산동암학교 (연산동)","35.1809880538643","129.101828576805","051-758-1711","051-758-1716","www.dongam.sc.kr","남녀공학"
"부산광역시교육청","부산광역시교육청","부산광역시 남구","S020000569","부산구화학교","05","사립","","N","단설","주간","19700427","19700427","2629010600","부산광역시 남구 대연동","1600-26번지.","608026","48455","부산광역시 남구 수영로123번길 54",", 부산구화학교 (대연동, 부산구화학교)","35.13474812","129.079686","051-646-5700","051-646-9110","www.pskuhaw.sc.kr","남녀공학"
"부산광역시교육청","부산광역시교육청","부산광역시 동래구","S020000573","부산맹학교","05","공립","","N","단설","주간","19550919","19550919","2626010100","부산광역시 동래구 명장동","263-5번지.","607807","47750","부산광역시 동래구 충렬사로67번길 56",", 부산맹학교 (명장동, 부산맹학교)","35.2","129","051-523-0057","051-529-3392","http://www.busanmaeng.sc.kr","남녀공학"
"부산광역시교육청","부산광역시교육청","부산광역시 수영구","S020000577","부산배화학교","05","공립","","N","단설","주간","19550919","19550919","2650010100","부산광역시 수영구 망미동","787번지.","613825","48237","부산광역시 수영구 연수로310번길 73","(망미동, 부산배화학교)","35.1698338","129.1040015","051-760-2500","051-757-8548","http://baehwa.sc.kr","남녀공학"
"부산광역시교육청","부산광역시교육청","부산광역시 사하구","S020000581","부산천사의학교","05","사립","","N","단설","주간","20010120","20010120","2638010100","부산광역시 사하구 괴정동","부산천사의학교.","604082","49360","부산광역시 사하구 오작로88번길 30",", 부산천사의학교 (괴정동)","35.1007313","129.003674","051-208-9497","051-206-0026","http://www.cheonsa.sc.kr","남녀공학"
"부산광역시교육청","부산광역시교육청","부산광역시 남구","S020000582","부산혜남학교","05","공립","","N","단설","주간","19890125","19890125","2629010600","부산광역시 남구 대연동","부산혜남학교.","608026","48449","부산광역시 남구 진남로166번길 10-19","(대연동, 부산혜남학교)","35.1415060228144","129.082250178507","051-640-2600","051-637-6059","www.hyenam.sc.kr","남녀공학"
"부산광역시교육청","부산광역시교육청","부산광역시 남구","S020000586","부산혜성학교","05","공립","","N","단설","주간","19740115","19740115","2629010600","부산광역시 남구 대연동","부산혜성학교.","608026","48449","부산광역시 남구 진남로166번길 10-9",", 부산혜성학교 (대연동)","35.141830594407","129.080143272263","051-640-6700","051-637-6221","http://hyeseong-s.sc.kr","남녀공학"
"부산광역시교육청","부산광역시교육청","부산광역시 서구","S020000590","부산혜송학교","05","공립","","N","단설","주간","20000601","20000301","2614012300","부산광역시 서구 남부민동","부산혜송학교.","49263","49263","부산광역시 서구 천마로50번길 1","(남부민동)","35","129","051-600-6700","051-600-6789","www.hyesong-s.sc.kr","남녀공학"
"부산광역시교육청","부산광역시교육청","부산광역시 강서구","S020000591","부산혜원학교","05","사립","","N","단설","주간","19720701","19720524","2644010100","부산광역시 강서구 대저1동","부산혜원학교.","618803","46702","부산광역시 강서구 공항로 1319","(대저1동, 부산혜원학교)","35.215342692508","128.988614744903","051-7966-400","051-7966-445","http://hyewon-s.sc.kr","남녀공학"
"부산광역시교육청","부산광역시교육청","부산광역시 금정구","S020000596","부산은애학교","05","사립","","N","단설","주간","19980921","19980217","2641010300","부산광역시 금정구 청룡동","276-2.","609843","46201","부산광역시 금정구 청룡예전로 107","(청룡동)","35.278856","129.084728","051-508-0606","051-508-5544","http://eunae.sc.kr/","남녀공학"
"부산광역시교육청","부산광역시교육청","부산광역시 사상구","S020001869","부산솔빛학교","05","공립","","N","단설","주간","20030901","20030901","2653010100","부산광역시 사상구 삼락동","365-8번지.","617070","46908","부산광역시 사상구 삼덕로5번길 171","(삼락동, 부산솔빛학교)","35.182311","128.978694","051-319-9000","051-305-4591","http://www.solvit.sc.kr","남녀공학"
"부산광역시교육청","부산광역시교육청","부산광역시 연제구","S020001876","부산두레학교","05","사립","","N","단설","주간","20040301","20040301","2647010200","부산광역시 연제구 연산동","1030-1.","611815","47555","부산광역시 연제구 고분로123번길 13-7","(연산동, 부산두레학교)","35.1868031194782","129.095958668365","051-868-6118","051-867-0957","http://doorhe.com","남녀공학"
"부산광역시교육청","부산광역시교육청","부산광역시 기장군","S020002011","부산성우학교","05","사립","","N","단설","주간","20080422","20080130","2671025329","부산광역시 기장군 장안읍 명례리","133-1.","619951","46030","부산광역시 기장군 장안읍 대룡2길 45","(장안읍,부산성우학교)","35.374284","129.263198","051-911-1000","051-727-0845","http://sungwoo.sc.kr","남녀공학"
"부산광역시교육청","부산광역시교육청","부산광역시 강서구","S020002139","부산한솔학교","05","공립","","N","단설","주간","20130301","20130301","2644010400","부산광역시 강서구 명지동","3235-2.","618200","46765","부산광역시 강서구 명지오션시티2로 86",", 부산한솔학교 (명지동)","35.081345","128.898742","051-260-2800","051-260-2899","http://hansol.sc.kr","남녀공학"
"부산광역시교육청","부산광역시교육청","부산광역시 기장군","S020002140","부산해마루학교","05","공립","","N","단설","주간","20130301","20130301","2671025627","부산광역시 기장군 정관읍 모전리","678번지.","619960","46005","부산광역시 기장군 정관읍 모전로 23","(정관읍)","35.3","129.1","051-720-0000","051-728-7451","http://haemaru.sc.kr","남녀공학"
"대구광역시교육청","대구광역시교육청","대구광역시 수성구","S030000232","대구남양학교","05","공립","","N","단설","주간","19680709","19680709","2726011200","대구광역시 수성구 지산동","1022번지.","706842","42184","대구광역시 수성구 무학로37안길 6","(지산동, 남양학교)","35.8340048481613","128.629118114987","053-231-3008","053-765-0837","http://namyang.sc.kr","남녀공학"
"대구광역시교육청","대구광역시교육청","대구광역시 북구","S030000233","대구성보학교","05","공립","","N","단설","주간","19730220","19730220","2723011200","대구광역시 북구 복현동","312-1.","702830","41528","대구광역시 북구 동북로71길 9-45","(복현동, 대구성보학교)","35.8938476","128.6305345","053-231-3168","053-943-0556","www.sungbo.sc.kr","남녀공학"
"대구광역시교육청","대구광역시교육청","대구광역시 남구","S030001358","대구광명학교","05","사립","","N","단설","주간","19460419","19460419","2720010300","대구광역시 남구 대명동","2288 대구광명학교.","705714","42400","대구광역시 남구 성당로50길 33",", 대구광명학교 (대명동)","35.856758","128.575862","053-231-3300","053-624-5836","http://www.kwangmyung.sc.kr/","남녀공학"
"대구광역시교육청","대구광역시교육청","대구광역시 남구","S030001359","대구보명학교","05","사립","","N","단설","주간","19661226","19661226","2720010300","대구광역시 남구 대명동","2288.","705823","42400","대구광역시 남구 성당로50길 33","(대명동, 대구대학교)","35.855650","128.576108","053-231-3500","053-627-9783","http://www.bomyung.sc.kr","남녀공학"
"대구광역시교육청","대구광역시교육청","대구광역시 남구","S030001360","대구덕희학교","05","사립","","N","단설","주간","19830318","19821120","2720010300","대구광역시 남구 대명동","2288.","705714","42400","대구광역시 남구 성당로50길 33",", 대구덕희학교 (대명동)","35.856086","128.576171","053-231-3770","053-626-3061","http://www.dukhee.sc.kr/","남녀공학"
"대구광역시교육청","대구광역시교육청","대구광역시 남구","S030001427","대구보건학교","05","사립","","N","단설","주간","19661226","19661226","2720010300","대구광역시 남구 대명동","2288.","705823","42400","대구광역시 남구 성당로50길 33",", 대구보건학교 (대명동,대구대학교)","35.857196","128.575586","053-231-3541","053-626-4933","www.bogun.sc.kr","남녀공학"
"대구광역시교육청","대구광역시교육청","대구광역시 동구","S030001428","대구선명학교","05","사립","","N","단설","주간","19810629","19810629","2714014400","대구광역시 동구 덕곡동","34번지.","41000","41000","대구광역시 동구 팔공산로 225","(덕곡동)","35.9971875555701","128.613763105869","053-231-3603,3611","053-986-7056","http://smschool.sc.kr","남녀공학"
"대구광역시교육청","대구광역시교육청","대구광역시 남구","S030001573","대구영화학교","05","사립","","N","단설","주간","19460419","19460419","2720010300","대구광역시 남구 대명동","2288.","705714","42400","대구광역시 남구 성당로50길 33","(대명동)","35.856694","128.575290","053-231-3390","053-628-6629","http://www.younghwa.sc.kr","남녀공학"
"대구광역시교육청","대구광역시교육청","대구광역시 달서구","S030001937","대구세명학교","05","공립","","N","단설","주간","20141118","20140901","2729011100","대구광역시 달서구 용산동","산14번지 일원.","704130","42607","대구광역시 달서구 새방로 62","(용산동)","35.863527","128.524555","053-231-9560","053-585-2575","http://www.semyung.sc.kr","남녀공학"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040000309","인천성동학교","05","사립","","N","단설","주간","19561002","19551220","2823710100","인천광역시 부평구 부평동","756.","403831","21428","인천광역시 부평구 경인로 880",", 인천성동학교 (부평동)","37.4845759971843","126.718048955849","032-524-3545","032-524-3529","http://sd.icesc.kr","남녀공학"
"인천광역시교육청","인천광역시교육청","인천광역시 연수구","S040000310","인천연일학교","05","공립","","N","단설","주간","19970305","19970305","2818510300","인천광역시 연수구 연수동","580-1.","406110","21935","인천광역시 연수구 함박뫼로 208","(연수동)","37.420954","126.688259","032-816-6472","032-817-3583","http://www.yonil.icesc.kr/","남녀공학"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040000311","인천예림학교","05","사립","","N","단설","주간","19740311","19740311","2823710100","인천광역시 부평구 부평동","633.","403016","21425","인천광역시 부평구 동수로 87","(부평동)","37.4856850709954","126.728406311384","032-502-0804","032-528-6322","http://yerim.icesc.kr/","남녀공학"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040000313","인천은광학교","05","사립","","N","단설","주간","19810311","19801204","2823710700","인천광역시 부평구 부개동","257.","403810","21421","인천광역시 부평구 마분로 8","(부개동)","37.4850879367471","126.736870393654","032-503-8932","032-627-9349","http://ek.icesc.kr","남녀공학"
"인천광역시교육청","인천광역시교육청","인천광역시 계양구","S040000314","인천인혜학교","05","공립","","N","단설","주간","19920305","19920305","2824512300","인천광역시 계양구 장기동","6-107.","407470","21007","인천광역시 계양구 장제로 1304","(장기동)","37.578374","126.732237","032-518-8552","032-515-7183","http://inhye.icesc.kr/","남녀공학"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040000315","인천혜광학교","05","사립","","N","단설","주간","19610403","19610403","2823710200","인천광역시 부평구 십정동","576.","403130","21435","인천광역시 부평구 경인로769번길 27",", 인천혜광학교 (십정동)","37.4762736","126.7056366","032-522-8345","032-516-2516","www.ichk.icesc.kr","남녀공학"
"인천광역시교육청","인천광역시교육청","인천광역시 남동구","S040001819","미추홀학교","05","공립","","N","단설","주간","20080605","20080301","2820010300","인천광역시 남동구 만수동","2-82.","405240","21521","인천광역시 남동구 수현로136번길 16","(만수동)","37.4648585697508","126.740151538654","032-473-0176","032-473-0180","http://mch.icesc.kr","남녀공학"
"인천광역시교육청","인천광역시교육청","인천광역시 남동구","S040002245","인천청선학교","05","공립","","N","단설","주간","20170301","20170301","2820010300","인천광역시 남동구 만수동",".","","21591","인천광역시 남동구 인주대로914번길 16","(만수동)","37.447681","126.738372","032-340-8445","032-468-3504","http://ics.icesc.kr","남녀공학"
"인천광역시교육청","인천광역시교육청","인천광역시 남구","S040002258","인천청인학교","05","공립","","N","단설","주간","20180607","20180301","2817010500","인천광역시 남구 도화동",".","","22100","인천광역시 미추홀구 숙골로135번길 14","(도화동, 인천청인학교)","37.474919","126.658757","032-458-9250","032-764-7011","http://ici.icesc.kr","남녀공학"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050000640","광주선광학교","05","공립","","N","단설","주간","19860120","19860120","2920011900","광주광역시 광산구 신가동","303.","506307","62301","광주광역시 광산구 목련로394번길 60-3",", 광주선광학교 (신가동)","35.1827994","126.8364372","062-950-9107","062-716-2206","http://www.sunkwang.sc.kr","남녀공학"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000641","광주선명학교","05","공립","","N","단설","주간","19781021","19780429","2915510600","광주광역시 남구 주월동","446-1.","503310","61733","광주광역시 남구 서문대로749번마길 2","(주월동,선명학교)","35.125941","126.892549","062-650-9750","062-653-4420","http://sunmyong.gen.sc.kr/","남녀공학"
"광주광역시교육청","광주광역시교육청","광주광역시 서구","S050000642","광주세광학교","05","사립","","N","단설","주간","19540701","19540701","2914011700","광주광역시 서구 덕흥동","953-2.","502290","61900","광주광역시 서구 유덕로 177","(덕흥동,광주세광학교)","35.168443","126.836","062-606-0401","062-606-0429","http://www.sekwang.sc.kr","남녀공학"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000645","은혜학교","05","사립","","N","단설","주간","19820927","19820927","2917014100","광주광역시 북구 오룡동","479-2번지(첨단강변로 299).","500480","61005","광주광역시 북구 앰코로 127","(오룡동)","35.2327923","126.848921","062-970-9900","062-970-9840","http://eunhae.gen.sc.kr/","남녀공학"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050001274","광주선우학교","05","공립","","N","단설","주간","20130301","20130301","2917012700","광주광역시 북구 일곡동","482-7.","500160","61029","광주광역시 북구 모룡대길 61","(일곡동, 선우학교)","35.2162357","126.8938706","062-712-6900","062-712-6997","http://seonu.gen.sc.kr","남녀공학"
"대전광역시교육청","대전광역시교육청","대전광역시 동구","S060000160","대전맹학교","05","공립","","N","단설","주간","19530414","19530414","3011010500","대전광역시 동구 가오동","171-1.","300050","34680","대전광역시 동구 은어송로 95","(가오동)","36.308867","127.4587689","042-285-5002","042-285-5010","http://blsc.djsch.kr","남녀공학"
"대전광역시교육청","대전광역시교육청","대전광역시 동구","S060000161","대전혜광학교","05","공립","","N","단설","주간","19950602","19950602","3011010500","대전광역시 동구 가오동","171-1번지.","300050","34680","대전광역시 동구 은어송로 111","(가오동,대전혜광학교)","36.3","127.4","042-280-0121","042-285-0255","hyekwangsc.djsch.kr","남녀공학"
"대전광역시교육청","대전광역시교육청","대전광역시 유성구","S060000162","대전성세재활학교","05","사립","","N","단설","주간","19670602","19670602","3020010400","대전광역시 유성구 용계동","319-3.","305363","34218","대전광역시 유성구 유성대로298번길 175","(용계동 319-3)","36.3216925","127.3210657","042-540-3400","042-540-3499","http://sungsesc.djsch.kr","남녀공학"
"대전광역시교육청","대전광역시교육청","대전광역시 대덕구","S060000163","대전원명학교","05","사립","","N","단설","주간","19621123","19621123","3023010200","대전광역시 대덕구 대화동","39-1.","34371","34371","대전광역시 대덕구 대화1길 2","(대화동,천성원)","36.3667834","127.4130158","042-349-7770","042-349-7709","http://wonmyeongsc.djsch.kr","남녀공학"
"대전광역시교육청","대전광역시교육청","대전광역시 서구","S060001246","대전가원학교","05","공립","","N","단설","주간","20120301","20120301","3017011400","대전광역시 서구 가수원동","841.","302802","35366","대전광역시 서구 계백로 1095",", 대전가원학교 (가수원동)","36.304481","127.345514","042-545-7788","042-545-8620","http://gawonsc.djsch.kr","남녀공학"
"울산광역시교육청","울산광역시교육청","울산광역시 북구","S070000078","메아리학교","05","사립","","N","단설","주간","19810912","19801211","3120010600","울산광역시 북구 중산동","492-2번지.","683809","44213","울산광역시 북구 갓안1길 8","(중산동)","35.6659346","129.34038","052-295-2696","052-295-4322","http://www.meary.sc.kr","남녀공학"
"울산광역시교육청","울산광역시교육청","울산광역시 북구","S070000079","태연학교","05","사립","","N","부속","주간","19880315","19880128","3120011500","울산광역시 북구 대안동","156번지.","683240","44232","울산광역시 북구 대안4길 60","(대안동, 태연학원)","35.657762","129.419103","052-298-3703","052-298-1814","http://www.taeyoun.sc.kr","남녀공학"
"울산광역시교육청","울산광역시교육청","울산광역시 중구","S070000574","울산혜인학교","05","공립","","N","단설","주간","20080301","20080301","3111011700","울산광역시 중구 약사동","527 번지.","681430","44431","울산광역시 중구 북부순환도로 777",", 울산혜인학교 (약사동)","35.5742929","129.3372945","052-283-8105","052-283-8040","http://www.hyein.sc.kr","남녀공학"
